Start Time;End Time;Sentence;Translation;Emotion_fine;Emotion_core;Student Emotion;Corrected_emotion
00:33:30.500000;00:33:31.500000;Ik ga je wel oppakken, hÃ�;I am going to pick you up, okay?;reassurance;happiness;surprise;neutral
00:33:33.500000;00:33:35.500000;Maar ik heb een mes in mijn handen, wat doe je?;But I have a knife in my hands, what do you do?;threat;fear;fear;fear
00:33:35.500000;00:33:36.500000;Die doe ik wel.;I'll do that.;willingness;neutral;neutral;neutral
00:33:40.500000;00:33:42.500000;Zo, dat is wel even relaxerend, toch?;So, that's quite relaxing for a moment, right?;relaxation;happiness;surprise;happiness
00:33:42.500000;00:33:43.500000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:33:43.500000;00:33:47.500000;Ik merk wel voor mezelf dat ik iets mezelf losser kan laten.;I do notice for myself that I can let myself go a bit more.;relief;happiness;sadness;happiness
00:33:47.500000;00:33:48.500000;Nog meer losser.;Even looser.;encouragement;neutral;anger;neutral
00:33:48.500000;00:33:49.500000;Ja, joh.;Yeah, sure.;resignation;neutral;anger;neutral
00:33:49.500000;00:33:50.500000;Dat was echt geweldig.;That was really amazing.;admiration;happiness;happiness;happiness
00:33:54.500000;00:33:55.500000;Nou, misschien omdat het komt.;Well, maybe because it's coming.;uncertainty;fear;fear;fear
00:33:55.500000;00:33:56.500000;Ik kan mij zeg maar...;I can, like...;hesitation;neutral;anger;neutral
00:33:56.500000;00:33:57.500000;Ik ben heel openbroek.;I am very openbroek.;confusion;neutral;happiness;neutral
00:33:57.500000;00:34:00.500000;Alleen in de bladzijden die je ziet, staat niks.;Only on the pages you see, there is nothing.;emptiness;sadness;neutral;neutral
00:34:00.500000;00:34:01.500000;Leeg.;Empty.;emptiness;sadness;anger;sadness
00:34:01.500000;00:34:02.500000;Dat is dan leeg, weet je wel?;That's empty then, you know?;emptiness;sadness;surprise;sadness
00:34:02.500000;00:34:05.500000;Je krijgt heel veel, maar je krijgt helemaal niks.;You get a lot, but you get absolutely nothing.;frustration;sadness;anger;anger
00:34:05.500000;00:34:07.500000;Ik kan niet dan mijn emoties tonen of zo.;I can only show my emotions or something like that.;insecurity;sadness;fear;sadness
00:34:07.500000;00:34:08.500000;OkÃ�;OkÃ�;acceptance;neutral;neutral;neutral
00:34:08.500000;00:34:10.500000;Is het sowieso moeilijk, emoties tonen?;Is it generally difficult to show emotions?;insecurity;fear;surprise;neutral
00:34:12.500000;00:34:13.500000;Nee, het begint wel.;No, it does start.;resignation;neutral;fear;neutral
00:34:13.500000;00:34:15.500000;Het begint met een relatie, bedoel je dan?;It starts with a relationship, do you mean?;curiosity;neutral;surprise ;neutral
00:34:16.500000;00:34:17.500000;Of een date?;Or a date?;curiosity;surprise;happiness;neutral
00:34:17.500000;00:34:18.500000;Nee, een relatie.;No, a relationship.;clarification;neutral;fear;neutral
00:34:18.500000;00:34:19.500000;Dat daten dan.;That dating then.;resignation;sadness;neutral;neutral
00:34:19.500000;00:34:23.500000;Dat kan wel heel hard blijven of zo.;That can stay very hard or something like that.;apprehension;fear;anger;neutral
00:34:23.500000;00:34:24.500000;Wauw.;Wow.;amazement;surprise;happiness;surprise
00:34:24.500000;00:34:25.500000;Ik weet het niet.;I don't know.;uncertainty;neutral;anger;neutral
00:34:25.500000;00:34:26.500000;Ja?;Yes?;curiosity;neutral;neutral;neutral
00:34:26.500000;00:34:27.500000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:34:27.500000;00:34:28.500000;Ik wil niet gekwetst worden.;I don't want to get hurt.;apprehension;fear;sadness;fear
00:34:28.500000;00:34:31.500000;Ik ben al zo vaak in mijn leven aan de kant gezet.;I have been pushed aside so many times in my life.;rejection;sadness;sadness;sadness
00:34:31.500000;00:34:32.500000;Ja?;Yes?;curiosity;surprise;surprise;surprise
00:34:32.500000;00:34:33.500000;En gekwetst.;And hurt.;hurt;sadness;fear;sadness
00:34:33.500000;00:34:34.500000;Ja.;Yes.;agreement;neutral;fear;neutral
00:34:42.500000;00:34:43.500000;Waar slapen we?;Where do we sleep?;uncertainty;fear;neutral;neutral
00:34:43.500000;00:34:45.500000;Ik denk dat ik okÃ© zou vinden om alleen te slape;I think I would be okay with sleeping alone.;acceptance;neutral;fear;neutral
00:34:45.500000;00:34:46.500000;Dat is ook prima.;That is also fine.;acceptance;neutral;happiness;neutral
00:34:46.500000;00:34:47.500000;Ja.;Yes.;agreement;neutral;fear;neutral
00:34:47.500000;00:34:48.500000;Tot ruste.;Good night.;calm;neutral;anger;neutral
00:34:48.500000;00:34:49.500000;Tot ruste.;Good night.;calm;neutral;anger;neutral
00:34:49.500000;00:34:50.500000;Tot morgen.;See you tomorrow.;calm;neutral;surprise;neutral
00:34:50.500000;00:34:51.500000;Gaan we doen.;We'll do it.;readiness;neutral;happiness;neutral
00:34:51.500000;00:34:52.500000;Hey, doei doei.;Hey, bye bye.;farewell;neutral;neutral;neutral
00:34:52.500000;00:34:53.500000;Doei.;Bye.;farewell;neutral;anger;neutral
00:34:54.500000;00:34:55.500000;Doei.;Bye.;farewell;neutral;neutral;neutral
00:35:13.500000;00:35:14.500000;Yes.;Yes.;agreement;neutral;neutral;neutral
00:35:16.500000;00:35:18.500000;Oh, ik ben gevolgd.;Oh, I am being followed.;unease;fear;fear;fear
00:35:19.500000;00:35:20.500000;Oh, kijk.;Oh, look.;alertness;surprise;surpise;surprise
00:35:20.500000;00:35:22.500000;Kom even bij me.;Come over to me for a moment.;invitation;neutral;neutral;neutral
00:29:07.474000;00:29:08.474000;Ja, ja, ja.;Yes, yes, yes.;amusement;happiness;happiness;happiness
00:29:08.474000;00:29:11.474000;Dus je moet me altijd wel even een tik geven of zo.;So you always have to give me a tap or something.;resignation;neutral;neutral;neutral
00:29:11.474000;00:29:13.474000;Een tik op je reet.;A smack on your butt.;playfulness;neutral;happiness;neutral
00:29:13.474000;00:29:14.474000;Dat mag ook.;That is allowed too.;acceptance;neutral;surprise;surprise
00:29:14.474000;00:29:20.474000;Nee, maar ik hoor bijvoorbeeld van vrienden ook dat ik helemaal niet van dit en alles ben.;No, but for example I also hear from friends that I'm not into this and all at all.;alienation;sadness;sadness;sadness
00:29:20.474000;00:29:21.474000;Ja, je bent niet zo'n knuffelaar of zo.;Yes, you're not really a hugger or anything.;observation;neutral;neutral;neutral
00:29:21.474000;00:29:23.474000;Ik ben niet zo'n knuffelaar van mezelf.;I'm not much of a hugger myself.;reservation;neutral;sadness;neutral
00:29:23.474000;00:29:24.474000;Nee.;No.;rejection;neutral;anger;neutral
00:29:27.474000;00:29:28.474000;Het is waterig trouwens.;It's watery, by the way.;disappointment;sadness;neutral;neutral
00:29:28.474000;00:29:29.474000;Ja, smakelijk.;Yes, enjoy your meal.;politeness;neutral;happiness;happiness
00:29:29.474000;00:29:30.474000;Ik hoop dat het smaakt.;I hope it tastes good.;hope;happiness;happiness;happiness
00:29:30.474000;00:29:31.474000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:29:31.474000;00:29:42.474000;Ik denk dat toch de een-op-een date beter werkt dan dat er echt langere momenten zijn dat je met z'n drieÃ«n ben;I think that the one-on-one date works better than having longer moments where you are with the three of you.;preference;neutral;neutral;neutral
00:29:42.474000;00:29:48.474000;Ik dacht ergens misschien ook wel prettig dat je dan niet de hele tijd het gesprek op gang hoeft te houden met z'n tweeÃ«;I thought in a way it's maybe also nice that you don't have to keep the conversation going all the time with just the two of you.;relief;happiness;neutral;neutral
00:29:48.474000;00:29:50.474000;Want er is altijd nog iemand die ook...;Because there is always someone else who also...;reassurance;happiness;sadness;sadness
00:29:51.474000;00:29:55.474000;Ja, maar het gesprek neemt wel een andere vorm aan.;Yes, but the conversation does take a different form.;acceptance;neutral;neutral;neutral
00:29:55.474000;00:29:58.474000;Wat zijn voor jou diepgaande gesprekken onderwerpen?;What are deep conversation topics for you?;curiosity;neutral;sadness;sadness
00:29:58.474000;00:30:01.474000;Echt wel over de gevoelens van mensen praten.;Really talking about people's feelings.;openness;happiness;neutral;neutral
00:30:01.474000;00:30:05.474000;Maar dat je ook gewoon je hart daarin kan luchten.;But that you can also just get things off your chest.;relief;happiness;neutral;neutral
00:30:05.474000;00:30:08.474000;En dat iemand daar ook echt oprecht naar luistert en op ingaat.;And that someone really sincerely listens to it and responds to it.;appreciation;happiness;neutral;neutral
00:30:08.474000;00:30:10.474000;Of je ondersteunt daar waar het kan.;Or you support where you can.;support;happiness;neutral;neutral
00:30:10.474000;00:30:13.474000;Dat versta ik onder diepgaande gesprekken.;That's what I understand as deep conversations.;clarification;neutral;neutral;neutral
00:30:13.474000;00:30:14.474000;OkÃ�;Okay.;acceptance;neutral;neutral;neutral
00:30:14.474000;00:30:17.474000;Vind je dan al dat we diepgaande gesprekken hebben gehad?;Do you already think we've had deep conversations?;insecurity;fear;neutral;neutral
00:30:18.474000;00:30:20.474000;Niet echt nog.;Not really yet.;disappointment;sadness;neutral;neutral
00:30:20.474000;00:30:21.474000;OkÃ�;Okay.;acceptance;neutral;neutral;neutral
00:30:21.474000;00:30:22.474000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:30:23.474000;00:30:25.474000;Eet smakelijk, zal ik zeggen.;Enjoy your meal, I would say.;politeness;neutral;neutral;neutral
00:30:27.474000;00:30:29.474000;Die van jou is wel dik hoor.;Yours is really thick though.;teasing;happiness;surprise;surprise
00:30:29.474000;00:30:31.474000;Nee, nee, nee.;No, no, no.;rejection;anger;disgust;anger
00:30:33.474000;00:30:34.474000;Is het goed?;Is it good?;uncertainty;neutral;sadness;sadness
00:30:34.474000;00:30:36.474000;Die is ook wel goed. Maar ietsjes...;That one is also good. But a little bit...;hesitation;neutral;neutral;neutral
00:30:36.474000;00:30:37.474000;Ben je tevreden?;Are you satisfied?;curiosity;neutral;sadness;neutral
00:30:37.474000;00:30:40.474000;Ik heb wel een impressie gemaakt.;I did make an impression.;assertion;neutral;happiness;happiness
00:30:43.474000;00:30:44.474000;Nou, eet smakelijk.;Well, enjoy your meal.;cordiality;neutral;neutral;neutral
00:30:44.474000;00:30:45.474000;Eet ze.;Enjoy your meal.;well-wishing;happiness;neutral;happiness
00:30:45.474000;00:30:46.474000;We zijn door naar de volgende ronde.;We are through to the next round.;pride;happiness;happiness;happiness
00:30:46.474000;00:30:47.474000;Ja?;Yes?;curiosity;neutral;surprise;surprise
00:30:47.474000;00:30:48.474000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:30:49.474000;00:30:51.474000;Het is gewoon redelijk goed. Ongelooflijk.;It is just reasonably good. Unbelievable.;amazement;surprise;happiness;surprise
00:30:51.474000;00:30:52.474000;Dus morgen sushi?;So, sushi tomorrow?;anticipation;happiness;happiness;happiness
00:30:52.474000;00:30:53.474000;Maken?;Make?;curiosity;neutral;surprise;neutral
00:30:53.474000;00:30:54.474000;Ja hoor.;Yes, sure.;acceptance;neutral;happiness;neutral
00:30:58.474000;00:31:02.474000;Hoe heb je het eigenlijk gisteravond gedaan met de slaapsituatie?;How did you actually do last night with the sleeping situation?;curiosity;neutral;neutral;neutral
00:31:02.474000;00:31:05.474000;Ik ben uiteindelijk naast een van de twee dames gaan liggen.;I eventually lay down next to one of the two ladies.;acceptance;neutral;sadness;neutral
00:31:05.474000;00:31:07.474000;En de andere sliep beneden alleen.;And the other slept downstairs alone.;loneliness;sadness;sadness;sadness
00:31:07.474000;00:31:08.474000;OkÃ�;OkÃ�;acceptance;neutral;neutral;neutral
00:31:08.474000;00:31:09.474000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:31:09.474000;00:31:12.474000;En hoe sta je dan bij mij?;And how do you stand with me then?;curiosity;neutral;neutral;neutral
00:31:12.474000;00:31:16.474000;Ik wil bij jou ook wel in principe gewoon ernaast liggen als jij er voor open staat.;I would also, in principle, just like to lie next to you if you are open to it.;desire;happiness;happiness;happiness
00:31:17.474000;00:31:19.474000;Want op dit moment heb ik het ook heel gezellig met je.;Because at this moment I am also having a really nice time with you.;warmth;happiness;happiness;happiness
00:13:13.668000;00:13:17.668000;Hij heeft in het voorjaar drie campers opgeknapt en goed verkocht.;He refurbished three campers in the spring and sold them well.;pride;happiness;neutral;neutral
00:13:17.668000;00:13:21.668000;En nu is hij deze brandweerauto een camper van aan het maken.;And now he is turning this fire truck into a camper van.;curiosity;neutral;surprise;surprise
00:13:21.668000;00:13:25.668000;Dit is geen hobby meer. Dit gaat gewoon bedrijfsmatig.;This is no longer a hobby. This is just businesslike now.;resignation;neutral;neutral;neutral
00:13:25.668000;00:13:27.668000;En de gemeente en iedereen laat dat toe.;And the municipality and everyone allows that.;resentment;anger;neutral;anger
00:13:27.668000;00:13:31.668000;Maar wat zou erop tegen zijn, al zou hij daar een bedrijfje hebben?;But what would be wrong with it, even if he had a little business there?;curiosity;neutral;neutral;neutral
00:13:31.668000;00:13:35.668000;Omdat ik elke keer in het lawaai zit als hij daar bezig is met andere auto's.;Because I am always in the noise when he is working there with other cars.;annoyance;anger;neutral;anger
00:13:35.668000;00:13:38.668000;OkÃ©. Hij maakt heel veel lawaai met zijn geklus aan auto';Okay. He makes a lot of noise with his tinkering on cars?;annoyance;anger;surprise;surprise
00:13:38.668000;00:13:41.668000;Serieus? Mag ik er een of twee van horen?;Seriously? Can I hear one or two of them?;curiosity;surprise;surprise;surprise
00:13:41.668000;00:13:44.668000;Ik ben zo benieuwd wat voor lawaai u dan bedoelt.;I am so curious what kind of noise you mean.;curiosity;surprise;neutral;surprise
00:13:44.668000;00:13:47.668000;Ehm, even kijken. Ja.;Um, let me see. Yes.;hesitation;neutral;surprise;neutral
00:13:48.668000;00:13:50.668000;Ik dacht, nou doet hij dat niet.;I thought, well, he's not doing that now.;disappointment;sadness;neutral;neutral
00:13:54.668000;00:13:56.668000;Hier loopt hij de hele tijd gas te geven.;Here he keeps revving all the time.;annoyance;anger;disgust;anger
00:13:56.668000;00:14:00.668000;Dat was aan de hand van wat ik hem toen gevraagd had.;That was based on what I had asked him at the time.;reflection;neutral;neutral;neutral
00:14:00.668000;00:14:03.668000;Ik had hem gevraagd of hij een auto had.;I had asked him if he had a car.;curiosity;neutral;neutral;neutral
00:14:03.668000;00:14:06.668000;Wacht even. Heeft hij dat letterlijk tegen u gezegd toen?;Wait a minute. Did he literally say that to you then?;incredulity;surprise;surprise;surprise
00:14:06.668000;00:14:08.668000;Ja. En de laatste keer...;Yes. And the last time...;apprehension;fear;neutral;fear
00:14:08.668000;00:14:10.668000;Toen was hij ook weer bezig.;Then he was at it again.;annoyance;anger;disgust;anger
00:14:10.668000;00:14:13.668000;Toen lag Lisbeth op bed. Het was op een zondagmorgen.;Then Lisbeth was lying in bed. It was on a Sunday morning.;calm;neutral;neutral;neutral
00:14:13.668000;00:14:15.668000;Toen ben ik naar haar toe gestapt en ik zei...;Then I walked up to her and I said...;anticipation;neutral;neutral;neutral
00:14:15.668000;00:14:17.668000;O, nou, godverdomme.;Oh, well, goddammit.;frustration;anger;anger;anger
00:14:17.668000;00:14:19.668000;Toen bent u heel boos geworden?;Then did you become very angry?;irritation;anger;surprise;surprise
00:14:19.668000;00:14:22.668000;Niet stoppen met dit lawaai. Ik zei, dan ga ik andere mannen doen.;Don't stop with this noise. I said, then I'll go with other men.;defiance;anger;anger;anger
00:14:22.668000;00:14:24.668000;En toen was hij ook weer bezig.;And then he was at it again.;annoyance;anger;anger;anger
00:14:24.668000;00:14:27.668000;Toen was hij ook weer bezig. Toen lag Lisbeth op bed.;Then he was at it again. Then Lisbeth was lying in bed.;resignation;sadness;anger;anger
00:14:27.668000;00:14:30.668000;Toen was hij ook weer bezig. Toen was hij ook weer bezig.;Then he was at it again. Then he was at it again.;annoyance;anger;anger;anger
